month,product_id,label
2021-01,1001,2606.6100571039283
2021-01,1002,9152.303227968412
2021-01,1003,2729.1137339802935
2021-01,1004,9605.036927387142
2021-01,1005,4717.855331575963
2021-01,1006,3669.4597769145867
2021-01,1007,3766.9711309837026
2021-01,1008,2418.9894869358995
2021-01,1009,4209.216094065733
2021-01,1010,1323.3536933909443
2021-01,1011,2001.0880552667754
2021-01,1012,4468.96692496121
2021-01,1013,26361.115311757312
2021-01,1014,1443.6384998616775
2021-01,1015,2714.0844360672236
2021-01,1016,3622.997606939783
2021-01,1017,3720.858510786268
2021-01,1018,3061.773670814303
2021-01,1019,1987.2366161862312
2021-01,1020,4191.850677341437
2021-01,1021,2351.891416158572
2021-01,1022,1558.3895801798744
2021-01,1023,2175.740043615818
2021-01,1024,7811.5130374321825
2021-01,1025,2456.050886149573
2021-01,1026,1200.6189342778775
2021-01,1027,1739.0327902626495
2021-01,1028,2218.76897131802
2021-01,1029,4116.104028642225
2021-01,1030,3834.0614054843104
2021-01,1031,1638.0753286313518
2021-01,1032,1341.255622563621
2021-01,1033,1483.2952392484044
2021-01,1034,2082.999919714075
2021-01,1035,8531.48505189911
2021-01,1036,2199.187093146609
2021-01,1037,1122.0589086044363
2021-01,1038,3361.4359343057777
2021-01,1039,2238.9007862543735
2021-01,1040,1405.6616625062613
2021-01,1041,1814.3528817243464
2021-01,1042,774.9139880924082
2021-01,1043,1790.6472559720034
2021-01,1044,1727.5996573756136
2021-01,1045,834.9092351315198
2021-01,1046,3309.150169877874
2021-01,1047,1177.8652664652564
2021-01,1048,690.4537148699565
2021-01,1049,1721.374178403166
2021-01,1050,1327.303355246228
2021-01,1051,917.8754508915503
2021-01,1052,2904.7248577451114
2021-01,1053,534.2400964437112
2021-01,1054,1448.7384755471148
2021-01,1055,1115.0842035861217
2021-01,1056,3147.7467806590057
2021-01,1057,1321.9655910859576
2021-01,1058,715.9620418512394
2021-01,1059,1000.1485314460798
2021-01,1060,1039.3314412847867
2021-01,1061,978.5093790123717
2021-01,1062,944.4107593101868
2021-01,1063,3271.097948153829
2021-01,1064,2806.861331098038
2021-01,1065,1562.5197140189682
2021-01,1066,8596.111007815416
2021-01,1067,2587.161063454065
2021-01,1068,7180.344541186784
2021-01,1069,3109.7776461012563
2021-01,1070,45377.407101515775
2021-01,1071,47388.77257981942
2021-01,1072,10971.519885350348
2021-01,1073,20818.577720909907
2021-01,1074,4433.989110862471
2021-01,1075,3353.4774358528193
2021-01,1076,2788.981751634821
2021-01,1077,5041.809678247413
2021-01,1078,3489.4760940493074
2021-01,1079,2444.345174594119
2021-01,1080,2360.821079363135
2021-01,1081,2901.8791319700745
2021-01,1082,2355.9307998346503
2021-01,1083,2916.5868097112275
2021-01,1084,4537.645337862063
2021-01,1085,2301.4186212556383
2021-01,1086,4392.518936398204
2021-01,1087,1164.5080927055808
2021-01,1088,2045.4758647790995
2021-01,1089,1804.8319834733766
2021-01,1090,3856.195522911414
2021-01,1091,1297.6007026051032
2021-01,1092,2918.498135337251
2021-01,1093,1828.9767057040276
2021-01,1094,2670.8227024979506
2021-01,1095,3785.3377295113323
2021-01,1096,2885.877298049846
2021-01,1097,3288.8640664973427
2021-01,1098,4326.968790170606
2021-01,1099,40710.74569590019
2021-01,1100,19029.79984272647
2021-01,1101,4878.097849987362
2021-01,1102,2294.127324235543
2021-01,1103,1937.3289113201836
2021-01,1104,1649.6405915918613
2021-01,1105,1978.117924068982
2021-01,1106,1576.2264146845544
2021-01,1107,1138.3862684416742
2021-01,1108,382.0406070262622
2021-01,1109,3758.222971316556
2021-01,1110,2701.1938329759228
2021-01,1111,2966.0194797824283
2021-01,1112,1701.3027360335734
2021-01,1113,2860.2661513514
2021-01,1114,1886.0648021336476
2021-01,1115,1998.6479928144477
2021-01,1116,3653.728191707225
2021-01,1117,2703.94012155605
2021-01,1118,3423.329513714548
2021-01,1119,1547.393552925842
2021-01,1120,2507.7974951624765
2021-01,1121,2445.2866117896388
2021-01,1122,239.48778072574527
2021-01,1123,65.66955432262175
2021-01,1124,92.76322440088765
2021-01,1125,276.70634332313716
2021-01,1126,2797.818731199173
2021-01,1127,1654.285071122011
2021-01,1128,1183.408329985992
2021-01,1129,3025.161579712202
2021-01,1130,753.6714279100677
2021-01,1131,42.432650255194154
2021-01,1132,845.3137831388322
2021-01,1133,1428.3307857976679
2021-01,1134,813.99027212555
2021-01,1135,886.6625684126317
2021-01,1136,71.30048516639368
2021-01,1137,321.9982581872114
2021-01,1138,231.95806246119994
2021-01,1139,55.82884295172353
2021-01,1140,1438.2969761581157
2021-01,1141,778.2022370751822
2021-01,1142,1485.249351742129
2021-01,1143,528.2450856648287
2021-01,1145,39.128795646436735
2021-01,1146,26.898847258942354
2021-01,1147,51.167711445418576
2021-01,1148,26.838213249493677
2021-01,1149,24.421525211506125
2021-01,1150,26.88982275890516
2021-01,1151,38.9118258513299
2021-01,1152,27.022075939186998
2021-01,1153,39.01209538304914
2021-01,1154,27.16151859532755
2021-01,1155,39.363181303321774
2021-01,1156,25.266015020291384
2021-01,1157,25.74647979502731
2021-01,1158,1403.5232472902364
2021-01,1159,27.262022805019186
2021-01,1160,27.92151447247316
2021-01,1161,27.726067428783374
2021-01,1162,28.437668979367228
2021-01,1163,34325.27347237521
2021-01,1164,18087.943017206086
2021-01,1165,13167.388631797305
2021-01,1166,2840.447821635639
2021-01,1167,2715.005859128583
2021-01,1168,2625.391600722365
2021-01,1169,3598.0533942118786
2021-01,1170,2848.350853414807
2021-01,1171,2018.3427510831123
2021-01,1172,1857.2392230576302
2021-01,1173,2593.858008470727
2021-01,1174,2805.981864166144
2021-01,1175,1383.1360997699849
2021-01,1176,4551.739647230476
2021-01,1177,2251.099666954646
2021-01,1178,7891.7590489219265
2021-01,1179,2319.2313052623203
2021-01,1180,9072.678846171984
2021-01,1181,2726.2553404087816
2021-01,1182,1827.7129385320316
2021-01,1183,2704.5838927146056
2021-01,1184,7649.894056890661
2021-01,1185,2966.3719505220074
2021-01,1186,20068.38973562296
2021-01,1187,3685.0245631523753
2021-01,1188,1986.9260045750436
2021-01,1189,16177.27229642572
2021-01,1190,3527.1000433258755
2021-01,1191,8354.112836799155
2021-01,1192,3049.067184396249
2021-01,1193,2328.922437082329
2021-01,1194,3973.9346459987487
2021-01,1195,3112.446576884748
2021-01,1196,3949.5958585566736
2021-01,1197,732.6904732367025
2021-01,1198,1906.8191164206457
2021-01,1199,1432.0237866433397
2021-01,1200,2074.432803028822
2021-01,1201,2516.7043562386443
2021-01,1202,4826.202779073913
2021-01,1203,2010.9989456314872
2021-01,1204,8747.137627105856
2021-01,1205,3683.304701152482
2021-01,1206,3777.320164162941
2021-01,1207,20403.251599123378
2021-01,1208,18687.328210945638
2021-01,1209,1830.3428864920725
2021-01,1210,4581.441288109901
2021-02,1001,599.5232018138507
2021-02,1002,1806.856056932845
2021-02,1003,643.6466019286609
2021-02,1004,1802.034390828941
2021-02,1005,1027.8006992887124
2021-02,1006,783.9556767356496
2021-02,1007,755.8930532937791
2021-02,1008,610.7793431702734
2021-02,1009,865.0707824912425
2021-02,1010,357.96675244117546
2021-02,1011,523.5907144828178
2021-02,1012,1008.4464749716456
2021-02,1013,5407.798971792736
2021-02,1014,345.79070450588216
2021-02,1015,662.2850036313432
2021-02,1016,894.0213976004195
2021-02,1017,792.558958944816
2021-02,1018,713.3028055025711
2021-02,1019,499.72060710946556
2021-02,1020,865.3016929952032
2021-02,1021,611.1953990300941
2021-02,1022,333.8582154506766
2021-02,1023,574.7973240884627
2021-02,1024,1757.8730908965738
2021-02,1025,589.1636332399463
2021-02,1026,341.6630627551374
2021-02,1027,450.3421938257706
2021-02,1028,531.1924577228405
2021-02,1029,866.7660377537454
2021-02,1030,857.1316491757933
2021-02,1031,444.09921627617524
2021-02,1032,395.3735576577888
2021-02,1033,360.25461990786573
2021-02,1034,539.6153824597884
2021-02,1035,1772.2761579656112
2021-02,1036,530.9828951729037
2021-02,1037,307.47228810797463
2021-02,1038,743.9508687023084
2021-02,1039,565.383280446655
2021-02,1040,367.291454831955
2021-02,1041,511.4896360176936
2021-02,1042,194.33628251961363
2021-02,1043,484.489062025805
2021-02,1044,486.435660986058
2021-02,1045,259.3486942112372
2021-02,1046,873.4574141331273
2021-02,1047,373.8933671758308
2021-02,1048,289.10651534545883
2021-02,1049,439.8966775893683
2021-02,1050,358.4963952025527
2021-02,1051,295.168514510941
2021-02,1052,817.4792653058607
2021-02,1053,118.27028585095563
2021-02,1054,229.41318772891336
2021-02,1055,84.1656409901877
2021-02,1056,589.4059816038437
2021-02,1057,388.40140809823157
2021-02,1058,143.91610101335758
2021-02,1059,139.21862976238378
2021-02,1060,140.40761685838268
2021-02,1061,212.371667404503
2021-02,1062,148.66076819668848
2021-02,1063,711.7782008460777
2021-02,1064,640.6885587988602
2021-02,1065,441.473538231995
2021-02,1066,1752.9288017037322
2021-02,1067,560.2914122766713
2021-02,1068,1565.6572828569317
2021-02,1069,760.8348742241046
2021-02,1070,8657.776445304253
2021-02,1071,9054.461870852974
2021-02,1072,3315.238106438885
2021-02,1073,4394.431087414245
2021-02,1074,923.4354782281099
2021-02,1075,794.3921397127529
2021-02,1076,684.9446913739773
